itemid,scheduleid,section,section_schedule_name
8679925,18942,Boba,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8679925,18943,Boba,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8679928,18941,Boba,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8679928,18942,Boba,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8679928,18943,Boba,DS23 SCDI Fresh Bytes Pre Dinner M F MO
6196358,18941,Lunch Grab n Go,DS23 SCDI Fresh Bytes Pre Dinner M F MO
6196358,18942,Lunch Grab n Go,DS23 SCDI Fresh Bytes Pre Dinner M F MO
6196359,18941,Lunch Grab n Go,DS23 SCDI Fresh Bytes Pre Dinner M F MO
6196359,18942,Lunch Grab n Go,DS23 SCDI Fresh Bytes Pre Dinner M F MO
6196361,18941,Lunch Grab n Go,DS23 SCDI Fresh Bytes Pre Dinner M F MO
6196361,18942,Lunch Grab n Go,DS23 SCDI Fresh Bytes Pre Dinner M F MO
6196363,18941,Lunch Grab n Go,DS23 SCDI Fresh Bytes Pre Dinner M F MO
6196363,18942,Lunch Grab n Go,DS23 SCDI Fresh Bytes Pre Dinner M F MO
6196357,18941,Lunch Grab n Go,DS23 SCDI Fresh Bytes Pre Dinner M F MO
6196357,18942,Lunch Grab n Go,DS23 SCDI Fresh Bytes Pre Dinner M F MO
6196362,18941,Lunch Grab n Go,DS23 SCDI Fresh Bytes Pre Dinner M F MO
6196362,18942,Lunch Grab n Go,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8679930,18941,Fresh Bytes Dessert,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8679930,18942,Fresh Bytes Dessert,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8679931,18941,Fresh Bytes Dessert,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8679931,18942,Fresh Bytes Dessert,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8766524,18941,Fresh Bytes Dessert,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8766524,18942,Fresh Bytes Dessert,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8766525,18941,Fresh Bytes Dessert,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8766525,18942,Fresh Bytes Dessert,DS23 SCDI Fresh Bytes Pre Dinner M F MO
8766238,18941,Fresh Bytes Food,DS23 SCDI Fresh Bytes Lunch M F MO
8766240,18941,Fresh Bytes Food,DS23 SCDI Fresh Bytes Lunch M F MO
8766241,18941,Fresh Bytes Food,DS23 SCDI Fresh Bytes Lunch M F MO
8766242,18941,Fresh Bytes Food,DS23 SCDI Fresh Bytes Lunch M F MO
8766243,18941,Fresh Bytes Food,DS23 SCDI Fresh Bytes Lunch M F MO
8766244,18941,Fresh Bytes Food,DS23 SCDI Fresh Bytes Lunch M F MO
8773396,18941,Fresh Bytes Food,DS23 SCDI Fresh Bytes Lunch M F MO
8782369,18941,Fresh Bytes Food,DS23 SCDI Fresh Bytes Lunch M F MO
8782370,18941,Fresh Bytes Food,DS23 SCDI Fresh Bytes Lunch M F MO
8782371,18941,Fresh Bytes Food,DS23 SCDI Fresh Bytes Lunch M F MO
8766239,18941,Fresh Bytes Food,DS23 SCDI Fresh Bytes Lunch M F MO
8679939,18943,Fresh Bytes Dinner,
8679940,18943,Fresh Bytes Dinner,
8679941,18943,Fresh Bytes Dinner,
8679942,18943,Fresh Bytes Dinner,
8679943,18943,Fresh Bytes Dinner,
8679944,18943,Fresh Bytes Dinner,
